91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
91,0,0,9,9,9,9,9,9,9
91,0,0,10,10,10,10,10,10,10
91,0,0,11,11,11,11,11,11,11
91,0,0,10,10,10,10,10,10,10
